condition	GO_enrichment	concord	compound	SGTC_ID	SGTC_ID.BP	signature	type	drug
UBC_9039622:200uM	UBC_9039622:200uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=UBC_9039622_2019-09-16-20-30-39_fdrThresh_0.1_MCL_HyperG_withNonEnrich>UBC_9039622</a>	0.35	k072-0165	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_1034>SGTC_1034</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_1034.BP>SGTC_1034.BP</a>	Golgi	major	9039622
UBC_9039966:71.43uM	UBC_9039966:71.43uM	no GO enrichment							9039966
UBC_9040596:71.43uM	UBC_9040596:71.43uM	no GO enrichment							9040596
UBC_9040724:71.43uM	UBC_9040724:71.43uM	no GO enrichment							9040724
UBC_9040895:200uM	UBC_9040895:200uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=UBC_9040895_2019-09-16-20-30-51_fdrThresh_0.1_MCL_HyperG_withNonEnrich>UBC_9040895</a>	1	4092-0394	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_1157>SGTC_1157</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_1157.BP>SGTC_1157.BP</a>	241	minor	9040895
UBC_9041815:71.43uM	UBC_9041815:71.43uM	no GO enrichment							9041815
UBC_9042475:200uM	UBC_9042475:200uM	no GO enrichment							9042475
UBC_9042983:58.44uM	UBC_9042983:58.44uM	no GO enrichment							9042983
UBC_9043904:71.43uM	UBC_9043904:71.43uM	no GO enrichment							9043904
UBC_9043973:25.97uM	UBC_9043973:25.97uM	no GO enrichment							9043973
UBC_9044037:25.97uM	UBC_9044037:25.97uM	no GO enrichment							9044037
UBC_9044578:71.43uM	UBC_9044578:71.43uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=UBC_9044578_2019-09-16-20-31-12_fdrThresh_0.1_MCL_HyperG_withNonEnrich>UBC_9044578</a>	0.99	st056231	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_1847>SGTC_1847</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_1847.BP>SGTC_1847.BP</a>	91	minor	9044578
UBC_9044753:11.33uM	UBC_9044753:11.33uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=UBC_9044753_2019-09-16-20-31-16_fdrThresh_0.1_MCL_HyperG_withNonEnrich>UBC_9044753</a>	0.77	k018-0002	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_659>SGTC_659</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_659.BP>SGTC_659.BP</a>	125	minor	9044753
UBC_9044784:58.44uM	UBC_9044784:58.44uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=UBC_9044784_2019-09-16-20-31-19_fdrThresh_0.1_MCL_HyperG_withNonEnrich>UBC_9044784</a>	0.57	9044784	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2887>SGTC_2887</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2887.BP>SGTC_2887.BP</a>	fatty acid desaturase (OLE1)	major	9044784
UBC_9046729:58.44uM	UBC_9046729:58.44uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=UBC_9046729_2019-09-16-20-31-24_fdrThresh_0.1_MCL_HyperG_withNonEnrich>UBC_9046729</a>	0.67	9046729	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2890>SGTC_2890</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2890.BP>SGTC_2890.BP</a>	Golgi	major	9046729
UBC_9047358:58.44uM	UBC_9047358:58.44uM	no GO enrichment							9047358
UBC_9048488:25.97uM	UBC_9048488:25.97uM	no GO enrichment							9048488
UBC_9048598:12.99uM	UBC_9048598:12.99uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=UBC_9048598_2019-09-16-20-31-33_fdrThresh_0.1_MCL_HyperG_withNonEnrich>UBC_9048598</a>	0.94	9048598	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2897>SGTC_2897</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2897.BP>SGTC_2897.BP</a>		unique	9048598
UBC_9048625:32.47uM	UBC_9048625:32.47uM	no GO enrichment							9048625
UBC_9049783:174.81uM	UBC_9049783:174.81uM	no GO enrichment							9049783
UBC_9052315:157.45uM	UBC_9052315:157.45uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=UBC_9052315_2019-09-16-20-31-42_fdrThresh_0.1_MCL_HyperG_withNonEnrich>UBC_9052315</a>	1	9023854	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2852>SGTC_2852</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2852.BP>SGTC_2852.BP</a>	12	minor	9052315
UBC_9052656:71.43uM	UBC_9052656:71.43uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=UBC_9052656_2019-09-16-20-31-45_fdrThresh_0.1_MCL_HyperG_withNonEnrich>UBC_9052656</a>	0.45	9052656	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2896>SGTC_2896</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2896.BP>SGTC_2896.BP</a>	endomembrane recycling	major	9052656
UBC_9052777:62.25uM	UBC_9052777:62.25uM	no GO enrichment							9052777
UBC_9053361:176uM	UBC_9053361:176uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=UBC_9053361_2019-09-16-20-31-55_fdrThresh_0.1_MCL_HyperG_withNonEnrich>UBC_9053361</a>	0.66	st060201	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_1897>SGTC_1897</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_1897.BP>SGTC_1897.BP</a>	mitochondrial processes	major	9053361
UBC_9053520:71.43uM	UBC_9053520:71.43uM	no GO enrichment							9053520
UBC_9053889:58.44uM	UBC_9053889:58.44uM	no GO enrichment							9053889
UBC_9054257:71.43uM	UBC_9054257:71.43uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=UBC_9054257_2019-09-16-20-32-04_fdrThresh_0.1_MCL_HyperG_withNonEnrich>UBC_9054257</a>	0.85	2752-0194	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_1372>SGTC_1372</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_1372.BP>SGTC_1372.BP</a>		unique	9054257
UBC_9054447:58.44uM	UBC_9054447:58.44uM	no GO enrichment							9054447
UBC_9055074:200uM	UBC_9055074:200uM	no GO enrichment							9055074
UBC_9056145:11.23uM	UBC_9056145:11.23uM	no GO enrichment							9056145
UBC_9056270:58.44uM	UBC_9056270:58.44uM	no GO enrichment							9056270
UBC_9057732:51.95uM	UBC_9057732:51.95uM	no GO enrichment							9057732
UBC_9058044:58.44uM	UBC_9058044:58.44uM	no GO enrichment							9058044
UBC_9058502:51.95uM	UBC_9058502:51.95uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=UBC_9058502_2019-09-16-20-32-24_fdrThresh_0.1_MCL_HyperG_withNonEnrich>UBC_9058502</a>	0.6	st070080	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_1571>SGTC_1571</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_1571.BP>SGTC_1571.BP</a>	197	minor	9058502
UBC_9058547:12.99uM	UBC_9058547:12.99uM	no GO enrichment							9058547
UBC_9058944:51.95uM	UBC_9058944:51.95uM	no GO enrichment							9058944
UBC_9058953:51.95uM	UBC_9058953:51.95uM	no GO enrichment							9058953
UBC_9059145:45.46uM	UBC_9059145:45.46uM	no GO enrichment							9059145
UBC_9059630:146.67uM	UBC_9059630:146.67uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=UBC_9059630_2019-09-16-20-32-38_fdrThresh_0.1_MCL_HyperG_withNonEnrich>UBC_9059630</a>	0.99	6650123	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2224>SGTC_2224</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2224.BP>SGTC_2224.BP</a>	9	minor	9059630
UBC_9059656:51.95uM	UBC_9059656:51.95uM	no GO enrichment							9059656
UBC_9059746:27.26uM	UBC_9059746:27.26uM	no GO enrichment							9059746
UBC_9059903:25.97uM	UBC_9059903:25.97uM	no GO enrichment							9059903
UBC_9060492:162uM	UBC_9060492:162uM	no GO enrichment							9060492
UBC_9060638:45.86uM	UBC_9060638:45.86uM	no GO enrichment							9060638
UBC_9061122:103.12uM	UBC_9061122:103.12uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=UBC_9061122_2019-09-16-20-32-56_fdrThresh_0.1_MCL_HyperG_withNonEnrich>UBC_9061122</a>	0.99	dibenzyl ketone	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_415>SGTC_415</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_415.BP>SGTC_415.BP</a>	70	minor	9061122
UBC_9061756:188.97uM	UBC_9061756:188.97uM	no GO enrichment							9061756
UBC_9063876:19.48uM	UBC_9063876:19.48uM	no GO enrichment							9063876
UBC_9065502:71.43uM	UBC_9065502:71.43uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=UBC_9065502_2019-09-16-20-33-03_fdrThresh_0.1_MCL_HyperG_withNonEnrich>UBC_9065502</a>	0.92	9065502	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2946>SGTC_2946</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2946.BP>SGTC_2946.BP</a>	157	minor	9065502
UBC_9066192:71.43uM	UBC_9066192:71.43uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=UBC_9066192_2019-09-16-20-33-05_fdrThresh_0.1_MCL_HyperG_withNonEnrich>UBC_9066192</a>	0.96	9065502	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2946>SGTC_2946</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2946.BP>SGTC_2946.BP</a>	157	minor	9066192
UBC_9066762:71.43uM	UBC_9066762:71.43uM	no GO enrichment							9066762
UBC_9067075:71.43uM	UBC_9067075:71.43uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=UBC_9067075_2019-09-16-20-33-12_fdrThresh_0.1_MCL_HyperG_withNonEnrich>UBC_9067075</a>	0.6	9067075	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2997>SGTC_2997</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2997.BP>SGTC_2997.BP</a>	unfolded protein response	major	9067075
UBC_9067248:200uM	UBC_9067248:200uM	no GO enrichment							9067248
UBC_9067346:25.62uM	UBC_9067346:25.62uM	no GO enrichment							9067346
UBC_9067681:61.76uM	UBC_9067681:61.76uM	no GO enrichment							9067681
UBC_9067767:71.43uM	UBC_9067767:71.43uM	no GO enrichment							9067767
UBC_9068529:45.32uM	UBC_9068529:45.32uM	no GO enrichment							9068529
UBC_9069765:71.43uM	UBC_9069765:71.43uM	no GO enrichment							9069765
UBC_9070189:9.45uM	UBC_9070189:9.45uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=UBC_9070189_2019-09-16-20-33-34_fdrThresh_0.1_MCL_HyperG_withNonEnrich>UBC_9070189</a>	0.97	st061468	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_1548>SGTC_1548</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_1548.BP>SGTC_1548.BP</a>	9	minor	9070189
UBC_9070441:60.58uM	UBC_9070441:60.58uM	no GO enrichment							9070441
UBC_9070478:135.38uM	UBC_9070478:135.38uM	no GO enrichment							9070478
UBC_9071156:126uM	UBC_9071156:126uM	no GO enrichment							9071156
UBC_9071271:200uM	UBC_9071271:200uM	no GO enrichment							9071271
UBC_9071472:200uM	UBC_9071472:200uM	no GO enrichment							9071472
UBC_9071495:200uM	UBC_9071495:200uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=UBC_9071495_2019-09-16-20-33-54_fdrThresh_0.1_MCL_HyperG_withNonEnrich>UBC_9071495</a>	0.98	9071495	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2370>SGTC_2370</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2370.BP>SGTC_2370.BP</a>	mitochondrial processes	major	9071495
UBC_9071574:200uM	UBC_9071574:200uM	no GO enrichment							9071574
UBC_9071633:200uM	UBC_9071633:200uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=UBC_9071633_2019-09-16-20-33-59_fdrThresh_0.1_MCL_HyperG_withNonEnrich>UBC_9071633</a>	1	1486-1011	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_1337>SGTC_1337</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_1337.BP>SGTC_1337.BP</a>		unique	9071633
UBC_9071805:200uM	UBC_9071805:200uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=UBC_9071805_2019-09-16-20-34-02_fdrThresh_0.1_MCL_HyperG_withNonEnrich>UBC_9071805</a>	0.38	9071805	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2373>SGTC_2373</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2373.BP>SGTC_2373.BP</a>	292	minor	9071805
UBC_9071832:200uM	UBC_9071832:200uM	no GO enrichment							9071832
UBC_9072542:2.23uM	UBC_9072542:2.23uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=UBC_9072542_2019-09-16-20-34-07_fdrThresh_0.1_MCL_HyperG_withNonEnrich>UBC_9072542</a>	0.9	1488-2224	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_1346>SGTC_1346</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_1346.BP>SGTC_1346.BP</a>	38	minor	9072542
UBC_9072639:7.68uM	UBC_9072639:7.68uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=UBC_9072639_2019-09-16-20-34-11_fdrThresh_0.1_MCL_HyperG_withNonEnrich>UBC_9072639</a>	0.71	9122953	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_3294>SGTC_3294</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_3294.BP>SGTC_3294.BP</a>	tubulin folding & SWR complex	major	9072639
UBC_9072683:200uM	UBC_9072683:200uM	no GO enrichment							9072683
UBC_9072895:21.46uM	UBC_9072895:21.46uM	no GO enrichment							9072895
UBC_9072922:81.32uM	UBC_9072922:81.32uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=UBC_9072922_2019-09-16-20-34-22_fdrThresh_0.1_MCL_HyperG_withNonEnrich>UBC_9072922</a>	0.98	dihydrocapsaicin	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_1135>SGTC_1135</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_1135.BP>SGTC_1135.BP</a>	20	minor	9072922
UBC_9072950:58.06uM	UBC_9072950:58.06uM	no GO enrichment							9072950
UBC_9073351:62.6uM	UBC_9073351:62.6uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=UBC_9073351_2019-09-16-20-34-29_fdrThresh_0.1_MCL_HyperG_withNonEnrich>UBC_9073351</a>	0.93	1222-0449	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_1181>SGTC_1181</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_1181.BP>SGTC_1181.BP</a>	213	minor	9073351
UBC_9073640:71.43uM	UBC_9073640:71.43uM	no GO enrichment							9073640
UBC_9073649:71.43uM	UBC_9073649:71.43uM	no GO enrichment							9073649
UBC_9073731:13.78uM	UBC_9073731:13.78uM	no GO enrichment							9073731
UBC_9074105:71.43uM	UBC_9074105:71.43uM	no GO enrichment							9074105
UBC_9074162:66.49uM	UBC_9074162:66.49uM	no GO enrichment							9074162
UBC_9074213:121.43uM	UBC_9074213:121.43uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=UBC_9074213_2019-09-16-20-34-49_fdrThresh_0.1_MCL_HyperG_withNonEnrich>UBC_9074213</a>	0.77	1095-0025	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_746>SGTC_746</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_746.BP>SGTC_746.BP</a>	RSC & ERG11	major	9074213
UBC_9074591:71.43uM	UBC_9074591:71.43uM	no GO enrichment							9074591
UBC_9074669:71.43uM	UBC_9074669:71.43uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=UBC_9074669_2019-09-16-20-34-56_fdrThresh_0.1_MCL_HyperG_withNonEnrich>UBC_9074669</a>	0.59	k048-0125	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_608>SGTC_608</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_608.BP>SGTC_608.BP</a>	209	minor	9074669
UBC_9074692:200uM	UBC_9074692:200uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=UBC_9074692_2019-09-16-20-35-01_fdrThresh_0.1_MCL_HyperG_withNonEnrich>UBC_9074692</a>	0.74	9074692	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2385>SGTC_2385</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2385.BP>SGTC_2385.BP</a>	11	minor	9074692
UBC_9074818:52.69uM	UBC_9074818:52.69uM	no GO enrichment							9074818
UBC_9075062:71.43uM	UBC_9075062:71.43uM	no GO enrichment							9075062
UBC_9075165:157.42uM	UBC_9075165:157.42uM	no GO enrichment							9075165
UBC_9075424:71.43uM	UBC_9075424:71.43uM	no GO enrichment							9075424
UBC_9075603:71.43uM	UBC_9075603:71.43uM	no GO enrichment							9075603
UBC_9075612:71.43uM	UBC_9075612:71.43uM	no GO enrichment							9075612
UBC_9076041:71.43uM	UBC_9076041:71.43uM	no GO enrichment							9076041
UBC_9076122:71.43uM	UBC_9076122:71.43uM	no GO enrichment							9076122
UBC_9076196:2.52uM	UBC_9076196:2.52uM	no GO enrichment							9076196
UBC_9076254:12.21uM	UBC_9076254:12.21uM	no GO enrichment							9076254
UBC_9076496:71.43uM	UBC_9076496:71.43uM	no GO enrichment							9076496
UBC_9076800:11.52uM	UBC_9076800:11.52uM	no GO enrichment							9076800
UBC_9077254:16.72uM	UBC_9077254:16.72uM	no GO enrichment							9077254
UBC_9077494:49.47uM	UBC_9077494:49.47uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=UBC_9077494_2019-09-16-20-35-44_fdrThresh_0.1_MCL_HyperG_withNonEnrich>UBC_9077494</a>	0.6	alizarin	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2686>SGTC_2686</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2686.BP>SGTC_2686.BP</a>	RPP1 & pyrimidine depletion	major	9077494
UBC_9077560:195.08uM	UBC_9077560:195.08uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=UBC_9077560_2019-09-16-20-35-48_fdrThresh_0.1_MCL_HyperG_withNonEnrich>UBC_9077560</a>	0.77	5342950	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2396>SGTC_2396</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2396.BP>SGTC_2396.BP</a>	RSC complex & mRNA processing	major	9077560
UBC_9078383:71.43uM	UBC_9078383:71.43uM	no GO enrichment							9078383
UBC_9078912:71.43uM	UBC_9078912:71.43uM	no GO enrichment							9078912
UBC_9079155:11uM	UBC_9079155:11uM	no GO enrichment							9079155
UBC_9079389:5.97uM	UBC_9079389:5.97uM	no GO enrichment							9079389
UBC_9080089:71.43uM	UBC_9080089:71.43uM	no GO enrichment							9080089
UBC_9080133:71.43uM	UBC_9080133:71.43uM	no GO enrichment							9080133
UBC_9080168:200uM	UBC_9080168:200uM	no GO enrichment							9080168
UBC_9080433:71.43uM	UBC_9080433:71.43uM	no GO enrichment							9080433
UBC_9080681:49.47uM	UBC_9080681:49.47uM	no GO enrichment							9080681
UBC_9080819:71.43uM	UBC_9080819:71.43uM	no GO enrichment							9080819
UBC_9080845:49.47uM	UBC_9080845:49.47uM	no GO enrichment							9080845
UBC_9080866:49.47uM	UBC_9080866:49.47uM	no GO enrichment							9080866
UBC_9081274:71.43uM	UBC_9081274:71.43uM	no GO enrichment							9081274
UBC_9081533:49.47uM	UBC_9081533:49.47uM	no GO enrichment							9081533
UBC_9081971:49.47uM	UBC_9081971:49.47uM	no GO enrichment							9081971
UBC_9082311:13.18uM	UBC_9082311:13.18uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=UBC_9082311_2019-09-16-20-36-33_fdrThresh_0.1_MCL_HyperG_withNonEnrich>UBC_9082311</a>	0.8	9082311	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2962>SGTC_2962</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2962.BP>SGTC_2962.BP</a>		unique	9082311
UBC_9082507:9uM	UBC_9082507:9uM	no GO enrichment							9082507
UBC_9082602:49.47uM	UBC_9082602:49.47uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=UBC_9082602_2019-09-16-20-36-39_fdrThresh_0.1_MCL_HyperG_withNonEnrich>UBC_9082602</a>	0.94	5526350	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2118>SGTC_2118</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2118.BP>SGTC_2118.BP</a>	3	minor	9082602
UBC_9082772:38.63uM	UBC_9082772:38.63uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=UBC_9082772_2019-09-16-20-36-43_fdrThresh_0.1_MCL_HyperG_withNonEnrich>UBC_9082772</a>	0.59	disulfiram	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2759>SGTC_2759</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2759.BP>SGTC_2759.BP</a>	41	minor	9082772
UBC_9083290:32.55uM	UBC_9083290:32.55uM	no GO enrichment							9083290
UBC_9083345:53.42uM	UBC_9083345:53.42uM	no GO enrichment							9083345
UBC_9084041:48.03uM	UBC_9084041:48.03uM	no GO enrichment							9084041
UBC_9084847:53.72uM	UBC_9084847:53.72uM	no GO enrichment							9084847
UBC_9085516:49.47uM	UBC_9085516:49.47uM	no GO enrichment							9085516
UBC_9086498:49.47uM	UBC_9086498:49.47uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=UBC_9086498_2019-09-16-20-37-03_fdrThresh_0.1_MCL_HyperG_withNonEnrich>UBC_9086498</a>	0.77	9086498	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_3142>SGTC_3142</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_3142.BP>SGTC_3142.BP</a>	iron homeostasis	major	9086498
UBC_9086658:49.47uM	UBC_9086658:49.47uM	no GO enrichment							9086658
UBC_9087057:49.47uM	UBC_9087057:49.47uM	no GO enrichment							9087057
